,Unnamed: 0,judul,link,bahan,bumbu,metode
466,466,Soto Padang,https://resepmamiku.com/soto-padang-jeehan_kitchen,"500 gr Daging
2 Liter Air
75 ml Minyak Sayur
2 buah Knorr Kaldu daging
2 Lembar Daun Salam
7 Lembar Daun Jeruk purut
2 batang Serai geprek
2 butir Bunga Lawang
5 butir Cengkeh
3 butir Kapulaga25 gr Bawang putih di geprek
2 Sdt Garam Himalaya
3 Sdt Ketumbar sangrai dan di blender
1 Sdt Merica bubukSohun di rendam
Irisan daun bawang
Perkedel kentang
Bawang goreng
Kerupuk Merah
Irisan tomat
Sambal cabai rawit
Jeruk nipis","100 Bawang merah
30 Bawang putih
1/4 biji Buah Pala
15 gr Lengkuas muda
15 gr Jahe
15 gr Cabe Merah
5 gr Kunyit bakar","1. Masukan daging dan air kedalam panci, masukan juga semua bahan-bahan untuk Merebus Daging. Rebus daging sapi sampai daging lembut.
2. Setelah daging lembut, angkat dan iris daging tipis-tipis. Panaskan minyak goreng secukupnya goreng irisan daging sapi sampai garing angkat dan sisihkan.
3. Panaskan minyak sayur masukan bumbu halus, masukan Serai, daun Salam, daun Jeruk purut, Bunga Lawang, Cengkeh dan kapulaga.tumis sampai harum dan bumbu matang.
4. Masukan semua tumisan Bumbu halus,dan Knorr Kaldu daging kedalam kuah rebusan daging, aduk rata dan masak sampai mendidih.
5. Cara penyediaan, masukan secukupnya Sohun kedalam mangkuk, masukan irisan daging goreng,siram dengan kuah yang mendidih dan sajikan dengan pelengkap nya."
467,467,Telur Ala Pontianak,https://resepmamiku.com/telur-ala-pontianak-mariaulfah1357,"2 butir telur
3 siung bawang putih, cincang
3 buah cabe rawit, iris
1 sdm ebi sangrai, haluskan
1 sdm kecap asin
1 sdm kecap manis
Sedikit air
Minyak goreng",,"1. Goreng telur sampai matang (atau setengah matang). Angkat & sisihkan.
2. Tumis bawang putih sampai matang, beri sedikit air, masukkan kecap asin & kecap manis, aduk. Masukkan cabe rawit & ebi sangrai, aduk. Lalu masukkan telur. Masak sebentar lalu angkat."
468,468,Ikan Bawal Goreng Sambal Dabu-dabu,https://resepmamiku.com/ikan-bawal-goreng-sambal-dabu-dabu-matthewmaureen,"2 ekor ikan bawal
1 bh jeruk nipis
3 siung bawang putih haluskan
Garam, kaldu jamur secukupnya2 bh tomat buang bijinya
Daun kemangi secukupnya ( optional ) iris asal
6 siung bawang merah iris
5 bh cabe rawit merah iris
1 bh jeruk limo
2 sdm minyak matang/panas
Garam, kaldu jamur, gula secukupnya",,"1. Cuci bersih ikan bawal lalu beri perasan jeruk nipis garam aduk-aduk sebentar diamkan 15 menit kemudian bilas dengan air bersih tiriskan. Kerat-kerat dagingnya. Campurkan bawang putihgaramkaldu jamur aduk rata. Olesi ke ikan hingga rata, diamkan 10 menit spy bumbu meresap.
Goreng dalam minyak panas hingga matang/golden brown. Angkat sisihkan
2. Siapkan wadah masukkan potongan tomat, cabe, bawang , garam, kaldu jamur & gula aduk-aduk. Tambahkan minyak matang, persan jeruk limo dan daun kemangi. Aduk-aduk hingga tercampur rata, koreksi rasa.
3. Sajikan dengan ikan goreng, lalapan dan pete."
469,469,Kerang Ijo Saus Tiram,https://resepmamiku.com/kerang-ijo-saus-tiram-matthewmaureen,"1 kg kerang ijo
2 sdm saus tiram
1 sdm kecap manis
3 bh cabe rawit iris
5 siung bawang merah iris
5 siung bawang putih iris
Garam, kaldu jamur, gula dan air secukupnya2 btg sereh di geprek
2 cm jahe di geprek
Garam, kaldu jamur, air secukupnya",,"1. Cuci bersih kerang ijo lalu tiriskan. Tuang air secukupnya masukkan sereh, jahe dan garam biarkan mendidih.
Masukkan kerang ijo masak hingga cangkang nya terbuka. Angkat tiriskan.
2. Tumis duo bawang hingga harum masukkan potongan cabe aduk rata. Tuang air secukupnya tambahkan garam, kaldu jamur, gula, kecap manis , saus tiram aduk rata.
3. Masukkan rebusan kerang aduk-aduk gunakan api kecil supaya bumbu makin meresap. Koreksi rasa
4. Angkat sajikan"
470,470,Mpek Lilit,https://resepmamiku.com/mpek-lilit-birgittawang_,"500gr daging ikan tenggiri
50cc putih telur
250cc air es
350gr-400gr sagu tani/tapioka (sesuaikan).
3 siung bwg putih, haluskan.
Garam, kaldu jamur secukupnya.",,"Uleni ikan dgn putih telur dan air es.
Beri garam, kaldu jamur dan bwg putih aduk rata.
Masukkan sagu secukupnya aduk rata.
Masukkan adonan dlm kantong segitiga.
Spluit langsung di air.
Rebus di air mendidih yg tlh diberi sedikit garam.
Masak sampai matang/mengapung.
Angkat dan tiriskan.
Panggang di teflon bolak balik
Angkat dan sajikan dgn saos fav masing”
Enjoy."
471,471,Sup Ayam Jagung,https://resepmamiku.com/sup-ayam-jagung-mgrt-erna,"1/2 kg ayam potong2
2 jagung manis
1 sdm tepung terigu
1 ruas jahe
1 batang daun bawang
Garam secukupnya
Kaldu bubuk secukupnya
Gula pasir secukupnya",,"1. Potong ayam kecil2 sesuai selera, beri garam dan air secukupnya .diamkan sebentar kurang lebih 15 menit
2. Bilas ayam yg sdh direndam lalu ayam beri tepung terigu aduk rata, (diberi tepung supaya dapat menyerap kotoran darah pada ayam supaya kalau dimasak berkuah tidak bau amis ) …lalu cuci bersih ayam dan tiriskan
3. Potong jahe tipis-tipis
4. Potong daun bawang tipis2
5. Panaskan minyak tumis potongan jahe dan daun bawang ..tumis sebentar lalu masukkan potangan ayam
6. Masak ayam sampai berubah warna sampai sedikit kecoklatan
7. Lalu masukkan air mendidih masak sebentar
8. Masukkan jagung ..lalu tambahkan garam, kaldu bubuk, gula pasir masak hingga ayam dan jagung empuk
9. Koreksi rasa .., seblm diangkat taburi daun bawang dan siap disajikan"
472,472,Oseng Ayam Cabe Ijo,https://resepmamiku.com/oseng-ayam-cabe-ijo-lisna_lisnawati71,"500 gr dada dan paha ayam fillet, potong2 kecil
2 buah cabe ijo besar, iris serong
5 buah cabe ijo keriting iris serong, kalau pingin lebih pedas bisa di tambahkan irisan cabe rawit hijau
5 siung bawang merah iris tipis
4 siung bawang putih cincang halus
2 sdm saus tiram
2 sdm kecap manis
1 sdt GORME kaldu ayam kampung
1⁄4 sdt garam
1⁄4 sdt lada bubuk
1 sdt gula pasir
150 mil air",,"1. Goreng dada dan paha ayam fillet hingga matang kecoklatan
2. Tumis bawang merah dan bawang putih dengan sedikit minyak goreng, tumis hingga harum dan matang
3. Tambahkan air, masak hingga airnya macak2 (mendidih), lalu tambahkan gula pasir, garam, lada bubuk, GORME Kaldu ayam kampung, kecap manis, saus tiram, aduk dan masak hingga airnya sedikit menyusut, masukkan ayam, masak hingga meresap dan cek rasa
4. Masukkan irisan cabe ijo, aduk dan masak sebentar saja hingga cabe ijo nya sedikit layu
5. Angkat dan sajikan"
473,473,Tumis Udang Brokoli,https://resepmamiku.com/tumis-udang-brokoli-matthewmaureen,"1 bonggol brokoli,siangi
50 gr udang kupas
1 bh wortel potong panjang
1 sdt saus tiram
1 sdt kecap manis
Garam, kaldu jamur, air secukipnya","3 siung bawang merah
3 siung bawang putih","1. Tumis bumbu halus hingga wangi masukkan udang masak hingga udang berubah warna. Angkat udangnya sisihkan
2. Masukkan potongan wortel aduk-aduk sebentar. Tuang air secukupnya tambahkan garam, kaldu jamur, kecap manis,saus tiram aduk-aduk
3. Masukkan brokoli aduk-aduk hingga tercampur rata. Masukkan udang aduk rata masak hingga cukup matang dan bumbu meresap. Koreksi rasa
4. Angkat sajikan"
474,474,Udang Goreng Saos Inggris,https://resepmamiku.com/udang-goreng-saos-inggris-plasa-cake,"1⁄2 kg Udang Besar (Belah bagian punggung tidak sampai putus)
1⁄2 sdt Garam
1 sdm Saos Raja Rasa
1 sdm Maizena
1⁄2 sdt Merica
1 sdt Bumbu Jamur
(marinasi min selama 30 menit)1⁄2 bh Bawang bombay iris panjang
3 siung Bawang putih cincang kasar
1 sdm Margarin
2 sdm Kecap inggris
1 sdm Saus tiram
2 sdm Saus tomat
1 sdm Kecap Manis
1 sdm Gula Pasir
2 sdm ml air putih
5 cabe rawit
1 btg daun bawang iris halus",,"1. Panaskan minyak sampai benar2 panas lalu goreng udang 3 menit aja ,angkat, tiris, sisihkan.
2. Panaskan margaris lalu tumis bombay dan bawang putih hingga layu lalu semua bahan saus, tutup
3. Setelah agak kental masukin udang yang sudah di goreng, cabe, aduk rata matikan api.
4. Masukkan irisan daun bawang aduk sebentar lalu angkat dan siap di hidangkan ."
475,475,Telur Dadar Teri Medan,https://resepmamiku.com/telur-dadar-teri-medan-dita_dwistyani,"2 bh telur
Daun bawang secukupnya
Teri medan secukupnya",Sejumput garam dan lada bubuk,"1. Kocok lepas telur, masukkan daun bawang dan teri medannya
2. Tambahkan garam secukupnya saja (skip juga boleh karena teri medan biasanya sudah asin), masukkan juga lada bubuk, aduk merata kembali
3. Goreng telur dan sajikan selagi hangat"
476,476,Sayur Rebung,https://resepmamiku.com/sayur-rebung-dhiahoddie,"Sebungkus rebung yang sudah di rebus, cuci bersih
2 papan petai
Cabe rawit utuh secukupnya
1 buah cabe merah, iris
Segenggam ebi kering
2 lbr daun jeruk
2 lbr daun salam
1 ruas lengkuas
Gula, garam dan kaldu bubuk secukupnya","8 siung bawang merah
6 siung bawang putih
3 butir kemiri
15 buah cabe rawit
8 buah cabe keriting
1 ruas kunyit","1. Tumis bumbu halus, daun jeruk, daun salam, lengkuas dan ebi kering sampai harum.
2. Tuang air secukupnya, masukkan rebung, petai, cabe rawit, cabe merah, gula, garam dan kaldu bubuk, aduk rata.
3. Masak sampai rebung matang dan bumbu meresap. Tuang santan, aduk rata.
4. Masak sebentar sampai mendidih dan angkat. Siap di sajikan."
477,477,Pepes Jamur Dengan Tahu,https://resepmamiku.com/pepes-jamur-dengan-tahu-lisna_lisnawati71,"500 gr jamur Tiram, suwir2lalu cuci bersih, perat airnya
2 tahu kuning (250gr), haluskan
1 ikat daun kemangi
1 butir telur
2 btg daun bawang iris tipis
cabe rawit utuh secukupnya untuk taburan
1/4 sdt kunyit bubuk
1/2 sdt merica bubuk
gula pasir, garam dan kaldu bubuk secukupnya
daun pisang secukupnya
lidi/tusuk gigi untuk semat","8 buah cabe rawit
8 buah cabe merah keriting
5 siung bawang merah
4 siung bawang putih","1. Haluskan Bumbu yang dihaluskan, lalu tambahkan kunyit bubuk, merica bubuk, gula pasir, garam dan kaldu bubuk, uleg/ haluskan kembali, sisihkan
2. Dalam wadah haluskan tahu, lalu masukan telur, daun bawang yang diiris tipis dan bumbu yang dihaluskan, aduk hingga tercampur rata
3. Lalu masukkan daun kemangi dan jamur tiram, aduk kembali hingga tercampur rata dan jangan lupa di cek rasa
4. Siapkan daun pisang, lalu ambil 2-3 sdm adonan , letakkan di atas daun pisang, beri taburan cabe rawit utuh atasnya, lalu gulung menyerupai lontong , dan lipatkan bagian ujungnya lalu semat dengan lidi, lakukan hingga adonan habis
5. Kukus hingga matang kurang lebih 30-45menit, setelah matang panggang di teflon biar aromanya lebih wangi, jangan lupa di bolak balik, angkat dan sajikan dengan nasi hangat…. Selamat mencoba, semoga bermanfaat"
478,478,Gangan,https://resepmamiku.com/gangan-pr-ditha,"2 ekor ikan kakap
Air asam jawa
Secukupnya nanas
Garam
Penyedap
Gula pasir","8 buah cabe keriting
Cabe rawit (sesuai selera)
8 siung bawang merah
3 butir kemiri
1 batang serai (ambil putihnya)
1 ruas lengkuas muda
1 ruas kunyit
1 sdt terasi bakar","didihkan air secukupnya, masukkan bumbu halus. Masak bumbu hingga matang.
beri air asam jawa, bumbui dgn garam penyedap dan gula pasir. Didihkan kembali.
masukkan ikan kakap, masak hingga ikan matang. Koreksi rasa.
Tambahkan potongan nanas, angkat dan sajikan."
479,479,Sate Sapi Kuah Soto Tangkar,https://resepmamiku.com/sate-sapi-kuah-soto-tangkar-nennaannen,"10 siung baput
15 siung bamer
8 butir kemiri
2 jempol jahe
3 cm kunyit
6-8 buah cabai merah keriting
1 sdt jintan
2 sdt ketumbar3-5 lembar daun salam
3 lembar daun jeruk
3 batang serai
5 butir cengkeh
1⁄2 butir pala utuh
2 sdm garam
1 sdm gula
1⁄3 sdt merica
1 sdm kaldu sapi
250 ml @lezatnyatigasapi susu evaporasi
2000 ml air800 gram iga sapi500 gr daging has dalam, potong dadu40 gr kecap manis
Sisa bumbu halus
Margarin
1⁄8 sdt garam
1⁄4 sdt merica","Sisa bumbu soto
1 1⁄2 sdt Penyedap rasa","1. Blender bumbu halus, lalu pisahkan 3-4 sdm bumbu halus ke dalam mangkuk
2. Panaskan minyak, tumis bumbu halus hingga wangi, lalu masukkan bumbu lainnya.
3. Masukkan iga, lalu tambahkan air, garam, gula, merica, dan penyedap rasa, masak hingga daging empuk. Tambahkan susu evaporasi, masak hingga kuah mengental.
4. Untuk sate, tambahkan penyedap ke dalam daging, aduk rata, masukkan setengah sisa bumbu ke dalam daging has dalam, aduk kembali, lalu tusuk2
5. Untuk bumbu olesan, campurkan sisa bumbu halus dengan kecap manis, lalu tambahkan garam dan merica, aduk rata.
6. Bakar sate hingga matang.
7. Sajikan kuah soto dengan sate, acar, emping, cabai rawit, tomat, jeruk nipis, daun bawang, dan bawang goreng sebagai pelengkap"
480,480,Honey Chicken Wing,https://resepmamiku.com/honey-chicken-wing-plasa-cake,"1 kg sayap ayam (buang sayap kecilnya , lalu belah 2 bagian jadi sisa 800gr)
6 bj Bawang Putih haluskan
1 sdm Cuka
3 sdm Kecap Manis
1 sdm Arak Masak (bisa skip)
3 sdm Saus Tiram
2 sdm Saus BBQ Lee Kum Kee
4 sdm Minyak Wijen
2 sdm Saus Tomat Del Monte
3 sdm Madu
1 sdm Gula
1⁄2 sdt Garam
2 sdm Bumbu Jamur
1 sdt merica bubuk
2 sdm Susu Cair
1 sdm Wijen Putih",,"1. Masukkan semua bahan ke dalam bowl lalu aduk rata biarkan semalaman dalam kulkas .
2. Besok harinya, panaskan oven 225 derajat, tata sayap ayam di tray panggang, lalu panggang 12- 15 menit.
3. Keluarkan dari panggangan, balik sayap ayam lalu oles dengan sisa bumbu panggang lagi 12-15 menit
4. Keluarkan bisa langsung dihidangkan
5. Atau di air fryer sebentar suhu 180 selama 5-10 menit utk hasil warna yg lebih eksotis.. Enjoy
Note : Cocok jadi frozen food"
481,481,Korean Chicken,https://resepmamiku.com/korean-chicken-fransiskaailen,"1/2 ekor ayam potong potong
2 siung bawang putih
2 cm jahe",,"1. Haluskan bawang putih dan jahe, kemudian marinasi sayap (tekan-tekan supaya meresap)
2.Masukkan dalam air fryer, tata agar tidak menumpuk
3. Masak selama 24 menit setelah itu balik sayapnya dan masak lagi sampai matang
4. Masukkan gochujang, madu, kecap manis dan cuka dalam mangkok, panaskan dalam panci dengan api kecil, aduk rata
5.Setelah saus mendidih, masukkan ayam yang sudah matang ke dalam saus hingga seluruh permukaannya tertutup saus. Masak sebentar."
482,482,Ayam Betutu Khas Bali,https://resepmamiku.com/ayam-betutu-khas-bali-dhiahoddie,"1 ekor ayam kampung
5 butir kemiri
1 sdm ketumbar
1 sdt merica
1/4 buah pala
(Sangrai dan haluskan)
Perasan jeruk nipis
Minyak kelapa secukupnya
Garam dan kaldu bubuk secukupnya","10 siung bawang merah
8 siung bawang putih
15 buah cabe keriting
10 buah cabe rawit
1 ruas kunyit
1 ruas kencur
1 ruas jahe2 lbr daun salam
3 lbr daun jeruk
1 batang serai
1 sdt terasi
1 buah serai, iris halus
50 gr gula merah
Gula, garam dan kaldu bubuk secukupnya","1. Campur semua bahan marinasi. Oleskan pada ayam kampung secara merata. Diamkan 30 menit.
2. Tumis bumbu kasar dan bumbu rempah daun, sampai harum. Masukkan juga terasi, serai iris, gula merah, gula pasir, garam dan kaldu bubuk.
3. Masukkan ayam, masak dan ukep sambil sesekali di bolak balik biar matang merata.
4. Tambahkan air dan masak kembali sampai ayam empuk dan kuah bumbu menyusut. Angkat dan siap di sajikan."
483,483,Semur Tahu,https://resepmamiku.com/semur-tahu-mariaulfah1357,"15 buah tahu, potong jadi dua
1 lembar daun salam
1 buah paprika/cabe hijau, iris
1 batang bawang daun, iris
3 sdm Bumbu dasar putih @by.ncc
Garam
Kecap manis
Kaldu bubuk ayam @by.ncc
Air
Minyak goreng",,"1. Goreng tahu sampai setengah kering, angkat & tiriskan.
2. Tumis bumbu dasar putih dengan daun salam, beri air, aduk. Masukkan garam, kecap manis, kaldu bubuk & tahu, aduk. Masukkan paprika & bawang daun, aduk dan masak sampai matang."
484,484,Tumis Tempe Kacang Panjang,https://resepmamiku.com/tumis-tempe-kacang-panjang-dhiahoddie,"250 gr kacang panjang
1 papan tempe
2 potong ikan tuna, goreng & suwir2
5 siung bawang merah, iris
5 siung bawang putih, iris
5 buah cabe rawit, iris
1 buah cabe merah, iris
2 sdm saus tiram
5 sdm kecap manis
Gula, garam dan kaldu bubuk secukupnya",,"1. Tumis bawang merah, bawang putih dan cabe rawit sampai harum, tuang air secukupnya.
2. Masukkan kacang panjang, tempe, garam, gula dan kaldu bubuk, masak setengah matang.
3. Beri ikan tuna, cabe merah iris, saus tiram dan kecap manis, aduk2 sampai matang.
Angkat dan siap di sajikan."
485,485,Sup Tomat,https://resepmamiku.com/sup-tomat-yscooking,"4 buah tomat, rebus, saring
2 sdm saus tomat
10 sosis iris
1/4 luncheon meat potong dadu
1 potong dada ayam
1 buah wortel besar potong kotak
1 buah kentang besar potong kotak
1/2 bawang bombay potong kotak kecil
2 siung bawput cincang halus.
1 batang daun bawang iris
1/2 sdt pala bubuk
kaldu ayam bubuk
Gula, garam, merica
1 sdm terigu",,"1. Rebus ayam dlm 1 ltr air sampai empuk. Potong kotak. Saring air kaldunya.
2. Tumis bawput dan bombay sampai harum, masukan tomat blender, saus tomat, dan terigu. Aduk rata.
3. Tuang kaldu ayam, masukan kaldu ayam. Setelah mendidih. Masukan sayur, ayam, sosis. Beri bubuk pala, gula, garam, merica.koreksi rasa.
4. Masak sampai matang. Menjelang diangkat masukan daun bawang."
486,486,Sauce Bulgogi Ayam,https://resepmamiku.com/sauce-bulgogi-ayam-annasupriyanto,"250 gr daging ayam filet
3 sdm kecap manis
4 sdm sauce bulgogi / sauce saori
50 mll air lebih kurang
Garam lada halus dan gula pasir secukupnya1 buah wortel iris halus
2 cabe merah besar buang bijinya iris halus
1 buah bawang bombay iris kasar
2 btg daun bawang iris halus
2 siung bawang putih halus",,"1. Filet ayam cuci bersih kemudian potong memanjang rendam dgn bahan sauce rendam selama 30 mnt di lemari pendingin.
2. Tumis bawang putih masukkan daging dan sayuran
Aduk rata tambahkan garam lada gula pasir aduk hingga mengeluarkan air baru tambahkan sedikit air masak hingga matang.
3. Koreksi rasa jika sdh pas matang angkat sajikan
(Masak jgn terlalu lama)"
487,487,Daging Pindang Kuning,https://resepmamiku.com/daging-pindang-kuning-matthewmaureen,"300 daging sapi 4 bh tuang sapi
1 btg daun bawang iris
3 bh belimbing wuluh/tomat hijau kecil potong-potong
1 sachet Royco rasa sapi
Air secukupnya untuk merebus","2 btr kemiri
4 siung bawang merah
2 siung bawang putih
1 slice jahe","1. Potong-potong sesuai selera daging sapi kemudian cuci bersih bersama tuang. Rebus dalam air mendidih hingga setengah matang. Buang buih kotor
2. Tumis bumbu halus hingga harum kemudian angkat masukkan kedalam rebusan daging aduk rata.
3. Tambahkan Royco aduk-aduk lalu masak hingga matang. Gunakan api kecil. Setalah cukup matang masukkan irisan daun bawang aduk-aduk sebentar. Koreksi rasa
4. Angkat , sajikan"
488,488,Tom Yum Goong,https://resepmamiku.com/tom-yum-goong-lilyminarosa,"1/4 kg ikan tuna iris (sy skip, lagi ga ada)
100 gr udang kupas
10 bh jamur merang
2 btg sereh iris miring
12 lbr daun jeruk, sobekw
10 cm lengkuas iris tebal2
2 btg daun bawang iris serong
2 btg seledri ikat
130 ml santan instan
2-3 sdm kecap ikan /sesuai selera
2 sdm air jeruk nipis
Rawit sesuai selera, iris
Secukupnya air
Secukupnya garam, gula
Secukupnya daun ketumbar","4 bh bawang putih
6 bh bawang merah
2 bh cabe merah besar","1. Panaskan minyak, tumis bumbu halus sampai matang, berwarna gelap dan keluar minyak
2. Masukkan air, sereh, lengkuas, daun jeruk, daun bawang, seledri, rawit, santan, rebus sampai mendidih selama 3-5 menit sampai aroma rempah keluar
3. Masukkan udang dan jamur, masak sampai matang
4. Bumbui dengan kecap ikan, garam, gula, kaldu bubuk, air jeruk nipis, aduk, cicipi koreksi rasa, sajikan dengan taburan daun ketumbar"
489,489,Tumis Udang,https://resepmamiku.com/tumis-udang-mariaulfah1357,"500 gr udang kupas
1 siung bawang bombay, iris
3 siung bawang putih, iris
1 buah tomat, iris
5 buah cabe merah keriting, iris
Garam
Gula pasir
Minyak untuk menumis",,"Tumis bawang bombay & bawang putih sampai matang, masukkan udang, tomat, cabe merah, garam & gula pasir. Aduk-aduk & masak sampai matang."
490,490,Bistik Daging Simple,https://resepmamiku.com/bistik-daging-simple-indahdapur,"1 kg daging sapi, potong seperti potongan rendang
1 buah bawang bombai ukuran kecil, iris memanjang
5 siung bwang putih, cincang halus
/+ 5 sdm kecap manis
3 sdm butter
2 sdm saus tomat
1 sdm kecap inggris
1 sdm kecap asin
1 sdm saus tiram
1 sdt kaldu sapi bubuk
1 sdt gula pasir
1 sdt merica bubuk
1/2 sdt garam
1/2 sdt pala bubuk
1 buah bunga lawang
/+ 800 ml air",,"1. Panaskan butter, tumis duo bawang hingga harum.
2. Masukkan bunga lawang, merica & pala bubuk, aduk rata sebentar saja.
3. Masukkan daging, masak hingga berubah warna.
4. Beri air & seasoning lainnya. Tutup wajan/ panci, masak dengan api kecil -/ 1 jam. Masak hingga bumbu mengental.
5. Koreksi rasa & sajikan."
491,491,Zuppa Soup (Chicken Pot Pie),https://resepmamiku.com/zuppa-soup-chicken-pot-pie-dhora_kusumadewi,"200 gr fillet paha ayam
2 buah wortel
1 batang seledri
3 siung bawang putih
1/4 sdt merica bubuk
** rebus air, masukkan semua bahan, rebus sd mendidih, angkat wortel terlebih dahulu.1/2 buah bawang bombay
6 sdm (pake measuring spoon) terigu pro.sedang
3 sdm unsalted butter
200 ml cooking cream
Garam sesuai selera
1 sdt gula pasir
1/8 sdt merica
1/8 sdt pala bubuk
650 ml kaldu ayam
1 sdt kaldu bubuk (sy pakai 1/4 sdt bawang putih bubuk )",,"1. Tumis bawang bombay sd wangi, masukkan sosis, aduk, masukkan butter dan terigu, aduk.
2. Tuang air kaldu, masukkan ayam, bumbu2, dan sayuran.
3. Tuang cooking cream, aduk2 rata, koreksi rasa, angkat.
4. Tuang dlm aluminium foil, oles pinggir atas dengan air, tutup dg puff pastry, oles telur, tabur wijen, panggang suhu 200 C kurleb 20 menit."
492,492,Ayam Masak Lada Hitam,https://resepmamiku.com/ayam-masak-lada-hitam-liuin85,"500 gr paha ayam tnp tulang 1 sdt garam 2 sdm maizena ( potong ayam, bumbui, aduk rata diamkan di kulkas 30 menit )
1 paprika hijau
3 bwg putih
1 bombay
2 cabe merah
1 sdm lada hitam ( kalo kurang tambahain lagi )2 sdm kecap manis
2 sdm saus tomat
2 sdm saus tiram
2 sdm saus sambal",,"1. Potong paha ayam berbentuk kotak dan marinasi dengan tepung maizena, bawang putih, garam, penyedap ayam, dan lada putih minimal selama 30 menit.
2. Goreng tipis ayam yang sudah di marinasi hingga kecoklatan.
3. Tumis bawang bombay, paprika hijau yang sudah di potong berbentuk korek api, cabe merah, dan lada hitam.
4. Masukan ayam yang sudah di goreng ke dalam tumisan bumbu lada hitam, masukan bumbu kecap, dan bumbu garam, gula, dan penyedap ayam sesuai selera. Masak hingga semua menyatu.
5. Ayam lada hitam siap"
493,493,Meaty Eggs Soup,https://resepmamiku.com/meaty-eggs-soup-yscooking,"3 butir telur
100 gr daging cincang
1 sdm saus tiram
1 sdm kecap asin
1/4 sdt merica3 siung bawput cincang
2 cm jahe geprek
1 batang daun bawang iris
2 sdm kecap asin
1 sdm kecap ikan
Kaldu bubuk
Garam, merica
3 lbr sawi putih",,"1. Tumis bawput dan jahe hingga harum. Tuang air secukupnya. Didihkan.
2. Tuang telur memutar dan jgn diaduk. Didihkan kembali.
3. Masukkan bumbu, sawi dan daun bawang. Koreksi rasa.
4. Masak sampai matang"
494,494,Bakso Udang Ayam Wortel,https://resepmamiku.com/bakso-udang-ayam-wortel-yscooking,"250 gr ayam giling
10 ekor udang besar cincang kasar
1/2 buah wortel parut
2 siung bawput parut
2 sdm tapioka
2 sdm kecap asin
1/2 sdt gula
1 sdm saus tiram/ kaldu bubuk secukupnya
Garam, merica4 siung bawput
1 batang daun bawang
Kaldu bubuk
Garam, merica",,"Campur semua bahan di atas, bentuk bola1. Tumis bawput hingga harum, masukkan air
2. Setelah mendidih masukkan bola daging, masak sampai mengapung
3. Beri bumbu, menjelang diangkat beri daun bawang."
495,495,Soto Daging Kentang,https://resepmamiku.com/soto-daging-kentang-yscooking,"500 gr daging sapi (sengkel)
2 buah kentang, potong2
Sejempol jahe, geprek
Sejempol lengkuas, geprek
2 btg sereh, geprek
5 lbr daun jeruk, sobek
1500 ml air
Garam dan gula","12 bh bawang merah
5 siung bawang putih
Sejempol kunyit
1 sdt merica
1 sdm ketumbar sangrai
1/2 sdt jinten","1.Daging direbus sebentar dg air secukupnya sampai mendidih, buang air darah nya. Tiriskan
2.Rebus kembali daging dg air bersih. Masak sampai keluar kaldu nya. Lalu potong2 daging. Masukkan kembali ke dlm kaldu beserta kentang.
3.Tumis bumbu halus, sereh, jahe, lengkuas, daun jeruk hingga bumbu harum dan matang. Tuang bumbu ke dalam rebusan daging
4.Masak sampai daging dan kentang empuk
Sajikan soto dg pelengkap"
496,496,Sayap Ayam Goreng Bumbu Ngo Hiong,https://resepmamiku.com/sayap-ayam-goreng-bumbu-ngo-hiong-yscooking,15 sayap ayam,"3 siung bawput parut
2 cm jahe parut
3 sdm kecap asin
1 sdt garam
1 sdt kaldu bubuk
1/2 sdm gula
1 sdt bubuk ngohiong
1/2 sdt merica
1 sdm maizena1. Potong sayap bagian atas bawah. Buang bagian lancip. Kalau saya bagian bawahnya dibelah dua. Kalau gak mau gpp
2. Marinasi ayam dgn bumbu min 1 jam, kalau aku semalaman. Makin lama makin enak
3. Lapisi ayam dgn maizena, sampai terbalur rata
4. Goreng di minyak panas sampai keemasan",
497,497,Beef Patty,https://resepmamiku.com/beef-patty-sarongsarie,"250gr daging sapi bersih jangan yang byk uratnya
4 kotak es batu / -50gr
7 sdm tepung panir yang halus / kalau yg kasar bisa dihalusin dlu ya
1/2 bawang bombay, cincang
2 bawang putih, cincang
1 butir telur, kocok
1 sdt garam
1 sdt kaldu bubuk
lada secukupnya",,"haluskan daging dan es batu menggunakan chooper
Kenapa pake esbatu? Supaya lebih mudah halus dan ga lembek
tuang di bowl, masukkan tepung panir, bombay, bawang putih, garam, kaldububuk, lada bubuk, aduk rata dengan tangan langsung lebih enak
masukkan kocokan telur, aduk rata kembali
kemudian cetak jangan terlalu tipis dan jangan terlalu tebal , aku @90gr
aku cetak pake cup yg suda dialasi plastik,kemudian lipat plastik, masukkan ke wadah tertutup
simpan dalam freezer -30menit supaya padet
kemudian dipanggang di teflon dengan sdikit margarin
siap disajikan bisa untuk isian burger atau untuk steak"
498,498,Sosis Saus Teriyaki,https://resepmamiku.com/sosis-saus-teriyaki-yscooking,"6 buah sosis, potong sesuai selera, goreng",,1. Masak saus sampai mendidih dan kental. Koreksi rasa. masukan sosis. Aduk rata. Sajikan
