,Unnamed: 0,judul,link,bahan,bumbu,metode
145,145,Telur Dadar Sosis,https://resepmamiku.com/telur-dadar-sosis-yscooking,"2 butir telur
2 buah sosis
1 batang daun bawang iris
1 sdm saus tiram
1 sdm kecap asin
Merica",,Campur semua bahan di atas lalu dadar sampai matang
146,146,Sop Iga / Buntut Bening,https://resepmamiku.com/sop-iga-buntut-bening-dapoererna,"1 kg iga/buntut cuci bersih
2 btr kentang
1 bh wortel
2 btg daun bawang
2 btg daun seledri
Jeruk nipis
Sambal","10 btr bawang merah iris
5 btr bawang putih iris
5 btr kapulaga
3 btr cengkeh
1 ruas kayu manis
3 btr bunga lawang
1 btr pala geprek saja
1 sdt lada halus
1 btg sereh
Garam, kaldu jamur secukupnya","Rebus daging sampai mendidih 7-10 mnt lalu buang airnya
Ganti air baru rebus lagi dengan panci presto
Goreng duo bawang sampai kering lalu uleg kasar2
Masukkan duo bawang ke dalam panci presto dan masukkan semua bumbu rempah..
Rebus sampai matang angkat
Rebus di tempat lain kentang & wortel..
sajikan dg sop iga tambahkan daun bawang & tabur bawang goreng , lebih nikmat dikasih perasan jeruk nipis
Selamat mencoba.."
147,147,Nasi Hainan Rice Cooker,https://resepmamiku.com/nasi-hainan-rice-cooker-dhiahoddie,"200 gr dada ayam
1 sdm saus tiram
1 sdt kecap asin
1/2 sdt lada bubuk
1 ruas jahe
Garam dan kaldu bubuk secukupnya1.5 cup beras
6 siung bawang putih, cincang
1 sdm saus tiram
1/2 sdm kecap ikan
1/2 sdm minyak wijen
1 batang daun bawang
1 ruas jahe
Lada, garam dan kaldu bubuk secukupnya",,"1. Campur ayam dan bumbu marinasi, aduk2 sampai rata. Diamkan selama 30 menit.
2. Goreng bawang putih cincang sampai kuning keemasan, angkat. (sisakan sedikit untuk toping)
3. Masukkan beras dalam rice cooker, beri air secukupnya, minyak bawang, saus tiram, kecap ikan, garam, lada dan kaldu bubuk, aduk rata.
4. Tata ayam marinasi di atas beras, beri daun bawang dan irisan jahe. Tekan Mode : Rice (normal), proses sampai matang.
5. Buka Rice Cooker, ambil ayamnya. Aduk2 nasi sampai tercampur rata.
6. Sajikan nasi hainan dengan ayam, taburi bawang putih goreng dan saus sambal."
148,148,Chicken Potato Drumstick,https://resepmamiku.com/chicken-potato-drumstick-lim_henni,"500 gr Paha ayam bawah (6pc)
500 gr Kentang, kupas pot2
3 siung Bawang putih, cincang halus
50 gr Keju cheddar, parut
1/2 sdt Garam
1/2 sdt Kaldu bubuk
1/2 sdt Merica2 butir Telur, kocok lepas
50 gr Tepung terigu serbaguna
100 gr Tepung panir/roti",,"Rebus kentang sampai matang dan empuk lebih kurang 15-20 menit, beri sedikit garam di air rebusan, tiriskan
Rebus paha ayam sampai matang dan empuk lebih kurang 25-30 menit, beri sedikit garam di air rebusan
Dalam keadaan panas hancurkan kentang hingga halus
Suwir2 paha ayam pisahkan tulang dan dagingnya, bs jg di cincang kasar dgn pisau
Campur kentang, daging ayam dan semua bahan lainnya, aduk rata
Ambil sedikit adonan, taruh tulang paha ayam di tengahnya, lalu bungkus menyerupai paha ayam sambil di tekan2 biar padat
Balurkan paha ayam ke tepung terigu, telur kocok dan tepung panir
Goreng sampai kuning keemasan, siap disajikan"
149,149,Rolade Ayam Sayuran,https://resepmamiku.com/rolade-ayam-sayuran-dapoerliandra,"500 gram daging ayam fillet, cincang halus
1 buah wortel ukuran kecil, parut
2 batang daun bawang, iris halus
1 sendok makan tepung maizena
3 siung bawang putih, haluskan
1/2 sdt garam
1 sdt gula pasir
1/4 merica bubuk2 butir telur ayam utuh
1 kuning telur ayam
1 sdm tepung terigu
1,5-2 sdm tepung maizena
4 sdm air
1/4 sdt garam
Secukupnya kaldu bubuk",,"1. Campur semua bahan, aduk sampai adonan tercampur rata, sisihkan.
2. Dalam wadah lain, campur semua bahan untuk kulit, aduk sampai rata, saring, sisihkan.
3. Panaskan teflon anti lengket dengan api kecil, olesi dengan mentega, tuang adonan kulit secukupnya. Lakukan sampai adonan habis.
4. Ambil satu lembar kulit taruh isian diatasnya, ratakan, sisakan sedikit dibagian tepinya. Lalu gulung sambil dipadatkan. Lakukan sampai adonan habis.
5. Masukkan rolade mentah ke dalam kukusan yang sudah dipanaskan terlebih dulu. Kukus selama 30 menit, matikan kompor, biarkan 10 menit di dalam kukusan, angkat.
6. Potong potong Rolade sesuai selera. Bisa langsung disajikan dengan saus atau bisa digoreng terlebih dahulu."
150,150,Sambal Tempe Penyet Kemangi,https://resepmamiku.com/sambal-tempe-penyet-kemangi-kina-nrl,"1 papan tempe
1 genggam kemangi
25 buah cabe merah keriting
20 buah cabe rawit
2 siung bawang merah
3 siung bawang putih",,"1. Goreng 1 papan tempe hingga matang kecoklatan
2. Goreng bahan sambel jangan terlalu lama cukup sampai layu saja
3. Ulek bahan sambel yang udah di goreng, Masukkan seasoning aduh rata kemudian masukkan kemangi aduk merata kembali"
151,151,Daging Krispi,https://resepmamiku.com/daging-krispi-yscooking,300gr paha ayam,"3 siung bawput parut
3 sdm kecap asin
1 sdm saus tiram
1/2 sdt merica
1/2 sdt bubuk ngohiong
5 sdm tapioka
1 sdm terigu","1. Bumbui daging dgn bumbu marinasj. Biarkan min 30 mnt
2. Goreng sampai kekuningan..angkat"
152,152,Egg Chicken Roll,https://resepmamiku.com/egg-chicken-roll-herlina2012,"2 butir telur
80 gr tepung serbaguna
40 gr maizena
250 ml air
2 sdm minyak
3/4 sdt garam
1/2 sdt kaldu jamur600 gr paha ayam fillet tanpa kulit
7 siung bawang putih halus
3 sdm bawang merah goreng
2 sdm maizena
1 butir putih telur
120 gr es batu
2 sdm minyak wijen
1,5 sdt garam
1,5 sdm gula pasir
2 sdt kaldu bubuk
1/2 sdt merica
3/4 sdt pala bubuk
1 lembar roti tawar rendam dgn 50 gr air ( me : skip )",,"1. Campur tepung serbaguna, maizena, garam dan kaldu bubuk dalam bowl
2. Lalu tambahkan telur dan air, aduk hingga rata dan tidak menggumpal
3. Masukkan minyak, aduk hingga rata
4. Panaskan wajan api sedang
5. Tuang 1 sendok sayur ke dalam wajan anti lengket, masak hingga matang tapi tidak gosong, sisihkan1. Sebelum di blender pastikan ayam tidak terlalu basah
2. Chopper ayam bersama garam, kaldu bubuk, gula pasir, merica, pala bubuk, bawang putih dan bawang merah hingga lengket
3. Masukkan minyak wijen dan es batu, chopper rata
4. Masukkan putih telur, maizena dan roti tawar, haluskan hingga tercampur rata
5. Panaskan kukusan
6. Ambil 1 kulit lalu beri 3 sdm filling, lipat memanjang, oles ujung adonan dengan larutan tepung (1 sdm tepung serbaguna2sdm air).
Lakukan hingga adonan habis
7. Kukus eggroll selama 15-20 menit, api sedang
8. Setelah matang dinginkan
9. Panaskan minyak 160C
10. Potong-potong eggroll sesuai selera
11. Goreng egg roll hingga kuning keemasan, tiriskan"
153,153,Sambal Terasi Rebus Asem Seger,https://resepmamiku.com/sambal-terasi-rebus-asem-seger-kina-nrl,"5 siung bawang merah
3 siung bawang putih
1 buah tomat hijau
1 buah tomat merah
25 buah cabe merah keriting
20 buah cabe hijau keriting1 sdt garam
1 sdt kaldu ayam
1⁄2 sdt micin
1 – 2 sdt gula pasir
1 potong terasi bakar2 – 3 buah jeruk kasturi/sambal boleh juga jeruk limo",,"1. Rebus bahan 1 hingga matang, angkat dan tiriskan
2. Masukkan bahan 1 yang telah di rebus ke ulekan, masukkan bahan 2 kemudian haluskan hingga tingkat yang diinginkan
3. Terakhir masukkan bahan 3. Yang suka asem boleh di lebihkan ya jeruknya. Tapi kalau ga suka asem jeruknya pake 1 juga gpp"
154,154,Salmon Panggang,https://resepmamiku.com/salmon-panggang-leenaa-hamiid,"1/2 sliced ikan salmon
2 siung bawang putih (geprek)
Olive oil
Oregano
garam & lada
1 sdt unsalted butter",,"Cuci bersih ikan salmon, beri garam, bawang putih, merica dan olive oil
Panaskan pan beri unsalted butter lalu panggang ikan dan beri oregano.
diamkan sampai agak matang lalu balik, bawang putih memberikan aroma harum dan membuat minyak serta ikan menjadi lebih gurih. ikan ini tdk boleh terlalu sering di balik karna bisa ancur, jadi hati-hati Pastikan seluruh bagian sudah benar-benar matang. lalu angkat dan sajikan. selamat menikmati
Note : Untuk sayur brokoli dan jamur hanya saya tumis sebentar dengan saus tiram"
155,155,Belut Bumbu Kuning,https://resepmamiku.com/belut-bumbu-kuning-dita_dwistyani,"1 bks belut, bersihkan dengan potong2 sesuai selera ( biasanya bks uk sedang besar berisi 3-5 ekor)
1 bh tomat, potong2","5 siung bawang merah
3 siung bawang putih
10 bh cabai rawit merah
5 bh cabai keriting merah
Sejempol jahe
3 rs kunyit
1⁄2 sdt ketumbar
2 btr kemiri1⁄2 sdt garam
1⁄2 sdm gula
1 sdt kaldu jamur
1⁄2 sdt lada bubuk
2 lbr daun salam
3 rs laos/lengkuas
1 btg sereh1. Cuci bersih belut, biasanya untuk menghilangkan lendirnya aku pake garam, sisihkan.
2. Tumis bumbu halus hingga wangi,masukkan laos, sereh dan daun salam
3. Setelah bumbu matang, masukkan belut dan bumbu2 kering lainnya, lalu aduk merata.
4. Beri air secukupnya dan biarkan hingga matang
5. Setelah itu masukkan irisan tomat, aduk sebentar saja (jika ingin lebih pedas boleh masukkan cabai utuh), jangan lupa koreksi rasa dan siap di sajikan",
156,156,Pecel Sayur,https://resepmamiku.com/pecel-sayur-aguswatis,"Toge
Sawi putih
Kacang panjang
Bayam
Semua bahan sayuran rebus dan tiriskan, sisihkan",,"Goreng cabe dan bawang putih hingga layu.
Haluskan cabe, bawang putih terlebih dahulu, baru masukkan garam, daun jeruk tumbuk hingga halus.
Tambahkan kacang tanah sedikit demi sedikit, jika sdh halus tambahkan lagi sampai habis, kemudian tambahkan gula merah dan larutan air asam jawa dan ratakan.
Larutkan sambal pecel dengan air hangat, aduk rata dan koreksi rasanya, jika masih kurang asin, manis tinggal tambahkan garam dan gula. Sajikan dengan sayuran."
157,157,Nugget Tahu,https://resepmamiku.com/nugget-tahu-dhiahoddie,"2 kotak tahu putih, haluskan
2 buah wortel, serut
1 batang daun bawang
5 siung bawang merah, haluskan
4 siung bawang putih, haluskan
2 butir telur
2 sdm tepung terigu
2 sdm tepung maizena
1/2 sdt lada halus
Gula, garam dan kaldu bubuk secukupnya
Tepung panir (baluran)",,"1. Campur tahu halus dan semua bahan, aduk sampai tercampur rata.
2. Siapkan loyang, beri alas plastik, tuang adonan sambil di padatkan. Kukus 30 menit, angkat.
3. Setelah dingin, potong2 nugget sesuai selera, celupkan pada lapisan basah, balur ke tepung panir. Simpan dalam lemari es selama 15 menit.
(Bisa di buat frozen food)
4. Goreng sampai kecoklatan, angkat dan tiriskan. Siap di sajikan dengan saus sambal."
158,158,Sambal Goreng Pete,https://resepmamiku.com/sambal-goreng-pete-annasupriyanto,"3 papan pete
1 btg daun sereh
1 lbr daun salam
Garam gula pasir bubuk kaldu secukupnya
Air mineral secukupnya","20 cabe merah keriting
10 cabe rawit merah
1/2 buah tomat
3 siung bawang putih","1. Kupas pete cuci kemudian sisihkan
2. Tumis bumbu halus masukkan btg sereh daun salam pete garam gula pasir bubuk kaldu aduk rata
3. Tuang sedikit air masak hingga metang
4. Koreksi rasa jika sdh pas angkat sajikan"
159,159,Udang Tempura,https://resepmamiku.com/udang-tempura-mamaquink_88,"300 gram udang
Tepung roti secukupnya
1 bungkus Tepung bumbu
1/4 sdt Lada halus
Garam secukupnya
1 butir telur
1 buah jeruk nipis",,"1. Kupas kulit udang, tinggalin ekornya ya, cuci bersih kemudian kasih perasan jerui, diamkan sebentar, lalu cuci lagi sampai keset
2. Taburi lada halus dan garam secukupnya. Biarkan selama 10 menit hingga meresap.
3. Kerat bagian bawah udang lalu tekan hingga bentuknya lurus.
4. Siapkan 2 mangkok. Satu berisi campuran tepung bumbu dan sedikit tepung roti, Satu mangkok lagi berisi tepung roti.
5. Kocok lepas telurnya hingga berbuih
6. Celupkan tiap ekor udang kedalam kocokan telur lalu balurkan ke dalam campuran tepung, kemudian celupkan lagi ke dalam kocokan lalu balurkan ke dalam tepung roti. Jika ingin lapisan tebal bisa diulang sekali lagi
7. Simpan kedalam frezer sampai set (kering)
8. Panaskan minyak, goreng udangnya hingga warna kuning keemasan lalu angkat dan tiriskan."
160,160,Gurita Masak Kecap,https://resepmamiku.com/gurita-masak-kecap-dita_dwistyani,250 gr gurita (bersihkan dari kotoran dan tintanya),"3 siung bawang merah,iris
3 siung bawang putih
10 bh cabai rawit merah
1 bh tomat1⁄2 sdm garam
1 sdm gula
1⁄2 sdm kaldu jamur
1⁄4 sdm lada bubuk
2 lbr daun salam
3 rs laos/lengkuas
1 btg sereh
Kecap manis secukupnya","1. Cuci bersih gurita, lalu rebus sebentar dan sisihkan.
2. Tumis bawang merah dan bawang putih hingga wangi,masukkan laos, sereh dan daun salam
3. Setelah bawang matang, masukkan irisan cabai, kemudian tambahkan bumbu2 keringnya, aduk merata.
4. Masukkan gurita aduk merata, beri kecap manis secukupnya
5. Setelah itu masukkan irisan tomat, aduk sebentar saja, jangan lupa koreksi rasa dan siap di sajikan"
161,161,Tahu Ayam Teriyaki,https://resepmamiku.com/tahu-ayam-teriyaki-yscooking,"2 buah tahu putih, potong2 goreng
100gr daging ayam fillet iris tipis
2 siung bawput cincang
1/2 bombay iris
1 sdt minyak wijen","4 sdm saus teriyaki
1 sdm kecap manis
1/2 sdm saus tiram","1. Tumis bawput hingga wangi. Maaukkan bombay, tumis sebentar
3. Masukkan daging, masak sampai pucat.
4. Maaukkan tahu dan bumbu, aduk rata.Tuang air sedikit saja
5. Setelah meletup beri minyak wijen. Sajikan"
162,162,Stirfry Meat And Broccoli,https://resepmamiku.com/stirfry-meat-and-broccoli-yscooking,"1 bonggol brokoli, rebus setengah matang
200gr daging sapi has dalam/paha ayam/ pork has dalam, iris tipis
3 siung bawput cincang","1 sdm kecap asin
1/4 sdt merica
Garam secukupnya
1/2 sdm maizena","1. Marinasi daging dgm bumbu, sisihkan.
2. Tumis bawput hingga wangi, masukkan daging, tumis sampai pucat. masukkan brokoli, aduk rata. Tuang saus
3. Aduk dan masak sampai bumbu meletup dan kental.
4. Sajikan."
163,163,Tuna Asap Kuah Santan,https://resepmamiku.com/tuna-asap-kuah-santan-dhiahoddie,"5 ekor ikan tuna asap
1 buah tahu putih, goreng
1 papan tempe
1 buah tomat
700 ml santan
Cabe rawit utuh
2 lbr daun salam
3 lbr daun jeruk
1 ruas lengkuas
Gula, garam dan kaldu bubuk secukupnya","8 siung bawang merah
7 siung bawang putih
2 buah cabe merah
20 cabe rawit
3 butir kemiri
1 ruas kunyit
1 ruas jahe
1 sdt ketumbar bubuk","1. Tumis bumbu halus, daun salam, daun jeruk dan lengkuas sampai harum. Tuang air secukupnya.
2. Masukkan tahu, tempe, gula, garam dan kaldu bubuk secukupnya. Masak sampai matang.
3. Tuang santan, masukkan ikan tuna asap, aduk2 sebentar sampai mendidih, angkat dan siap di sajikan."
164,164,Sop Ayam Sayur,https://resepmamiku.com/sop-ayam-sayur-fitriyas_widodo,"3 buah ayam fillet bagian paha, potong
1 buah wortel, potong
1 buah kentang, potong
2 buah tomat, potong
Kubis
Daun bawang
Seledri","6 siung bawang merah
3 siung bawang putih","Cuci ayam,lumuri dg garam dan air jeruk nipis,diamkan 5 mnt lalu cuci bersih
Lalu beri garam lagi,aduk dan sisihkan
Tumis bumbu halus sampai harum
Didihkan air, masukan ayam, wortel,kentang juga bumbu tumis
Beri garam,lada,gula,kaldu bubuk,koreksi rasa
Masak sampai sayur empuk
Masukan tomat,kubis dan daun seledri,masak sebentar
Sajikan dengan taburan bawang goreng juga pelengkap,aku pakai tempe goreng dan sambal kecap"
165,165,Gulai Nangka Ala Resto Padang,https://resepmamiku.com/gulai-nangka-ala-resto-padang-vianney_lim99,"700 gr nangka muda, potong2 kemudian rebus sampai empuk
2 lbr daun salam
1 batang serai, geprek
1 sdm gula merah
1/2 sdm gula pasir
1,5 sdt garam
1 sdt kaldu jamur (bisa diskip kalau pake udang)
60 gr fibercreme
500 ml air3 bh cabe kering, cuci bersih kemudian rendam air panas sampai lembut (bisa ditambah kalau suka pedas)
2 bh cabe merah besar
5 siung bawang merah
3 siung bawang putih
3 btr kemiri
1 ruas lengkuas
1/2 ruas kunyit
1 sdt ketumbar",,"1. Tumis bumbu halus, daun salam dan serai sampai wangi.
2. Tuang air, masukkan gula merah, gula pasir, garam dan kaldu jamur. Aduk rata.
3. Jika air sudah mulai panas, tambahkan fibercreme. Aduk rata.
4. Masukkan nangka muda yg uda direbus, masak sampai mendidih dan cukup meresap. Angkat, taburi dg serundeng kelapa biar lbh wangi."
166,166,Tumis Terong,https://resepmamiku.com/tumis-terong-kina-nrl,"1 papan tempe
250 gram terong bulat ungu
4 siung bawang merah
4 siung bawang putih
10 buah cabe merah keriting
10 buah cabe hijau keriting
cabe rawit sesuai selera
1 papan Pete
50 – 100 ml air putih
1⁄2 sdt garam
1⁄2 sdt kaldu ayam
Secukupnya micin
1 sdm saus tiram
1 sdt gula pasir
2 – 3 sdm kecap manis
100 ml air putih",,"1. Goreng tempe dan terong hingga matang
2. Tumis Bawang Merah dan bawang putih iris hingga berubah warna, kemudian masukkan 100 ml air putih , kaldu ayam, garam, micin, gula pasir dan kecap
3. Masukkan cabe merah oseng sebentar, kemudian masukkan tempe, terong dan cabe hijau serta cabe rawit..
Terakhir masukkan Pete.
Siap di sajikan"
167,167,Telur Kentang Bumbu Bali Pedas,https://resepmamiku.com/telur-kentang-bumbu-bali-pedas-lisna_lisnawati71,"8 butir telur ayam rebus
4 buah kentang ukuran sedang
2 btg sereh, geprek
2 lmbr daun salam
11⁄2 sdm gula pasir, 1 sdt kaldu bubuk (Royco sapi), 1⁄2 sdt garam . Atau gula pasir, kaldu bubuk dan garam nya sesuai selera aja ya
350 mil air","10 buah cabe merah keriting
5 siung bawang merah
4 siung bawang putih
3 butir kemiri1. Kupas telur ayam yang sudah direbus, goreng hingga berkulit, sisihkan
2. Potong2 kentang, goreng hingga matang, sisihkan
3. Tumis bumbu yang dihaluskan dengan sedikit minyak goreng, masukkan daun salam dan sereh, tumis hingga harum dan matang, masukkan air, masak hingga mendidih
4. Setelah mendidih tambahkan garam, gula pasir dan kaldu bubuk cek rasa, lalu masukkan telur dan kentang, masak hingga bumbu meresap dan airnya sedikit menyusut, angkat dan sajikan",
168,168,Sup Daging Sapi,https://resepmamiku.com/sup-daging-sapi-annasupriyanto,"200 gr daging sop
Wortel
Kentang
Buncis
Daun bawang & daun seledri
Bawang goreng secukupnya
1 btr biji pala geprek
Garam bubuk kaldu sapi secukupnya
1500 lt air lebih kurang","8 siung bawang merah
5 siung bawang putih
1/2 sdt lada kasar","1. Rebus daging sbntr buang air amisnya sisihkan
2. Rebus kembali daging 30 mnt tambahkan sedikit garam dan 1 biji pala pakai presto kemudian matikan api .
3. Tumis bumbu halus masukkan bumbu ke dlm rebusan daging bersama wortel dan kentang
4. Setelah kentang wortel empuk masukkan kol buncis daun bawang seledri dan bawang goreng aduk rata tambahkan garam bubuk kaldu aduk hingga tercampur rata koreksi rasa ."
169,169,Yakitori Simpel,https://resepmamiku.com/yakitori-simpel-tyasprabowo,"300 gr Paha Ayam Fillet
Paprika Merah
Paprika Hijau
Daun Bawang (ambil bagian putihnya)
Tusuk Bambu Secukupnya",,"1. Campur semua bahan saus, masak sampai mendidih.
2. Tuang saus di potongan ayam, aduk rata, marinasi minimal 30 menit.
3. Tusuk selang-seling daging ayam dan sayuran, lakukan sampai habis.
4. Panggang di grill pan sambil dioles sisa bumbu sampai matang.
5. Yakitori siap disajikan."
170,170,Tumis Kecambah Bakso,https://resepmamiku.com/tumis-kecambah-bakso-ketutarsini,"Kecambah
Bakso Ayam/Sapi/Ikan (sesuaikan selera)
Telur ayam
1 butir tomat potong2
Daun bawang/bawang pre
1 buah cabai rawit/sesuaikan selera
3 butir bawang merah (iris tipis2/cincang)
4 siung bawang putih (cincang)
Secukupnya kaldu bubuk, kecap asin, merica bubuk & gula pasir
Secukupnya air putih",,"Buat orak arik telur, kemudian masukkan duo bawang, tumis hingga wangi
Masukkan bakso yg sudah dipotong2, oseng2 sebentar, disusul kecambah, tomat & potongan daun bawang
Tambahkan sedikit air, bumbui dgn seasoning lainnya, koreksi rasa, jika sudah matang dan pas , angkat & sajikan"
171,171,Tahu Kecap Pedas,https://resepmamiku.com/tahu-kecap-pedas-orincookies,"5 bh tahu putih poting jadi dua
3 bh cabe merah iris
4 sdm kecap manis
1 sdm kecap asin
65 ml santan kara @karasantan.id
Kaldu jamur secukupnya
Garam secukupnya
Lada bubuk secukupnya
Air secukupnya
Minyak goreng untuk menumis
Daum bawang secukupnya","4 bh bawang merah
2 siung bawang putih
3 bh kemiri
1 sdt ketumbar","1. Goreng tahu hingga berkulit angkat tiriskan
2. Goreng irisan cabe merah tiriskan
3. Tumis bumbu halus hingga harum masukan air santan dan tahu.
4. Beri kecap manis, kecap asin garam lada kaldu jamur Masak hingga matang. Masukan cabe yg sudah di goreng taburi daun bawang"
172,172,Tahu Fantasy,https://resepmamiku.com/tahu-fantasy-tyasprabowo,"4 Buah Tahu Putih
1 pcs Bihun 60 gr
1 Buah Wortel, Serut Halus
2 Butir Telur
2 Batang Daun Bawang
2 Buah Cabai Merah
2 Siung Bawang Putih, parut
1 sdt Garam
1 sdt Gula Pasir
1/2 sdt Kaldu Bubuk
1/2 Lada Bubuk
1 Butir telur , untuk celupan",,"1. Rebus bihun sampai empuk, angkat dan tiriskan, kemudian chopper kasar.
2. Campur tahu, telur, cabai, dan bumbu-bumbu garam, gula pasir, kaldu bubuk, lada bubuk., bawang putih. Chopper sampai halus.
3. Campur semua bahan-bahan yang sudah dihaluskan, aduk rata.
4. Masukkan ke dalam cetakan yang sudah dioles tipis minyak goreng, kukus 20 menit sampai matang.
5. Celupkan ke dalam kocokan telur, goreng sampai kecoklatan."
173,173,Ayam Chili Padi,https://resepmamiku.com/ayam-chili-padi-fitriyas_widodo,"6 buah sayap ayam, potong jadi 2 ( atau bisa pakai bagian lain )3 batang daun bawang,potong kecil2
1 sdm air asam jawa","1/2 sdt kaldu bubuk
1/2 sdt garam
1/2 sdt kunyit bubuk
1 sdm maizena7 siung bawang merah
5 siung bawang putih
4 cabe merah besar
15 cabe rawit merah (atau sesuai selera)
15 cabe rawit hijau (atau sesuai selera)","Marinasi sayap ayam dengan bumbu marinasi, diamkan (me 1 jam)
Goreng sayap ayam dengan api sedang sampai matang dan golden brown, sisihkan
Chop kasar bumbu (aku pakai Chopper dan aku tambah 3 sdm minyak)
Tumis bumbu sampai benar2 wangi dan gak langu
Tambahkan 1 sdt gula pasir dan 1/2 sdt kaldu bubuk (asin sesuai selera aja ya,bisa di koreksi rasa)
Masukan sayap ayam,dan aduk rata
Masukan 1 sdm air asam jawa (jangan di skip)
Aduk sampai rata
Masukan daun bawang,aduk rata, jangan lupa tes rasa
Angkat dan sajikan
Jangan lupa,siapin nasi yang banyak ya ges"
174,174,Nasi Pizza,https://resepmamiku.com/nasi-pizza-friel_sit,"250 gr nasi
2 sdm tepung terigu protein sedang
1 butir telur, kocok lepas
1/2 sdt garam
1/4 sdt merica1/2 siung bawang Bombay, cincang halus
2 buah tomat, rebus, buang kulitnya, cincang halus
3 sdm saus tomat
1/2 sdt garam
1/4 sdt merica
1/2 sdt oregano bubuk (saya skip)
50 ml air",,"1. Siapkan bahan
2. Campur bahan nasi, aduk rata. Panaskan pan, olesi dengan margarine, cetak nasi menggunakan ring cutter, biarkan setengah matang, kemudian balik, masak sampai matang, angkat, sisihkan
3. Panaskan minyak, tumis bawang bombay hingga harum, masukkan tomat, masak hingga layu. Beri garam dan merica
4. Tuangkan air dan beri saus tomat, masak hingga mengental. Angkat, sisihkan
5. Oles pizza dengan saus dan beri topping. Masak sebentar sambil ditutup. Angkat. Dan siap disantap"
175,175,Bihun Sayur,https://resepmamiku.com/bihun-sayur-dita_dwistyani,1 pack bihun,"3 siung bawang merah
2 siung bawang putih
2 btr kemiri1⁄2 sdt garam
1 sdt kaldu jamur
1⁄4 sdt lada bubuk
1⁄4 sdt pala bubuk
Kecap manis secukupnya
Saos tiram secukupnya
Minyak wijen secukupnya","1. Rebus bihun hingga setengah matang( saat merebus tambahkan sedikit minyak), lalu tiriskan. Tambahkan minyak wijen dan kecap manis secukupnya aduk merata
2. Tumis bumbu halus hingga matang, masukkan potongan bakso lalu masukkan sawi, aduk merata
3. Masukkan bihun, beri garam, lada,kaldu jamur, kecap manis dan aduk merata kembali
4. Jika dirasa kurang boleh tambahkan kecap manis 4.
5. Sesaat akan diangkat masukkan irisan daun bawang dan seledri, aduk merata
6. Jangan lupa koreksi rasa dan siap disajikan"
176,176,Nasgor Mawut,https://resepmamiku.com/nasgor-mawut-dapur_izma,"Sepiring nasi putih
1 bungkus indomie rasa kari ayam
1 butir telur ayam, kocok
3 siung bawang putih, cincang halus
3 siung bawang merah, cincang halus
1 batang daun bawang, iris halus
5 buah cabe rawit merah, iris
3 buah cabe merah keriting, iris
5 buah bakso, iris2
Secukupnya sayuran (kol,tauge dan sawi)
Sscukupnya kecap manis, kecap asin dan merica bubuk
Secukupnya minyak untuk menumis",,"Rebus indomie 3/4 matang, angkat lalu tiriskan dan masukkan kedalam wadah, beri minyak sayur 1 sdm dan kecap manis 1 sdm, aduk hingga rata dan sisihkan
Tumis irisan daun bawang sampai harum, masukkan kocokan telur, aduk rata
Masukkan bawang merah dan bawang putih cincang tumis hingga wangi, masukkan irisan cabe dan irisan bakso, aduk rata
Masukkan nasi putih aduk hingga tercampur rata, bumbui kecap manis, kecap asin dan merica secukupnya, koreksi rasanya
Masukkan indomie dan aneka sayuran, masak hingga matang
Matikan api kompor, baru masukkan bumbu indomienya, aduk rata dan sajikan 🙂"
177,177,Ayam Kecap Bumbu Gohiong,https://resepmamiku.com/ayam-kecap-bumbu-gohiong-annasupriyanto,"2 potong paha ayam potong 3 bagian
1 buah kentang potong”
1 bunga lawang
1/4 sdt bumbu gohiong
1 sdm saos tiram
Kecap manis secukupnyq
1 sdm gula merah
150 mll air lebih kurang
Garam gula pasir bubuk kaldu lada halus secukupnya .","5 siung bawang merah
4 siung bawang putih
1/ 2 sdt lada butir
2 btr kemiri
Sedikit jahe1. Ayam cuci bersih kasi perasan jeruk nipis dan sedikit garam diamkan 20 mnt cuci bilas.
2. Rebus ayam sbntr utk buang amisnya
3. Tumis bumbu halus masukkan ayam dan bumbu lainnya aduk rata masukkan kentang dan sedikit air
4. Masak hingga ayam empuk koreksi rasa,setelah matang taburi bawang goreng.",
178,178,Sup Tahu Jepang,https://resepmamiku.com/sup-tahu-jepang-yscooking,"2 buah tahu jepang, potong agak besar
1 pak enoki
100gr daging cincang
3 siung bawput cincang
1/2 bombay iris
1 batang daun bawang iris","3 sdm kecap asin
1 sdm saus tiram
1/2 sdm kecap manis
1 sdm kecap ikan
Garam, merica
1 sdt minyak wijen","1. Tumis bawang putih hibgga wangi, masukkan bombay
2. Setelah layu masukkan daging, tumis sampai pucat
3. Masukkan tahu dan jamur, beri bumbu, aduk perlahan ya supaya tahu tdk hancur
4. Tuang air sampai sebatas tumisan, didihkan dan koreksi rasa.
5. Kentalkan dgn larutan maizena. Setelah meletup beri minyak wijen dan daun bawang . Angkat"
